name;link;author;description;;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Стівен Кінг;'[''Він твердо вірив, що змій підсунув Єві не яблуко, а склянку пива і сигарету.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Марк Твен;'[''Я взяв собі за правило ніколи не палити більше однієї сигарети одночасно.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Пси: Виття у темряву ;'"[""Зазвичай він боягуз, але коли справа стосується сигарет, він з''їжджає з котушок.""]"';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Службовий роман;'[''Сигаретку, сірник, коробок?'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html; Щоденник;'[''Серйозно, не варто тобі палити.'', '' Навіть якщо ти вже померла.'', ''Чак Поланік.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Жан-Рішар Блок;'[''Якщо ви думаєте, що нікотин не впливає на голос жінки, спробуйте струсити попіл на килим.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html; Вцілілий;'[''Наймудріше, що я коли-небудь зробив, — це те, що я почав курити.'', ''Чак Поланік.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Станіслав Сергійович Говорухін;'"[""Я багато курю, багато п''ю, у мене немає ніякого розпорядку дня."", '' І мені добре.'']"';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Наруто (Naruto);'[''Жінка — як сигарета: одні радять кинути, інші просять затягнутися.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;КВК;'[''Виявляється, якщо за раз викурити пачку сигарет «Петро I», можна зустрітися з царем особисто.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html; У пошуках Аляски;'[''Просто ти куриш, тому що тобі це приносить задоволення.'', '' А я — тому що хочу померти.'', ''Джон Ґрін.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Вілле Вало;'[''Що мені найбільше подобається в сексі — це сигарета після нього.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html; Як важливо бути серйозним;'[''Це добре, що ви курите.'', '' Кожному чоловікові потрібно яке-небудь заняття.'', '' І так вже в Лондоні дуже багато нероб.'', ''Оскар Уайльд.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Boston Legal;'[''Куріння було більше, ніж звичкою.'', '' Це було місце, куди йдеш.'', '' Місце, де я можу просто закритися від усього світу і знайти маленький відрізок часу і світу для себе, зовсім маленький.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;«Не дивись вниз | No mires para abajo»;'[''Коли я в перший раз поцілував її, я відчув такі відчуття, як ніби косячок курнув.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Кривавий алмаз;'"[""— Куріння тебе вб''є."", ''— Мені б до цього дожити!'']"';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Марк Твен;'[''Спочатку Бог створив чоловіка, потім він створив жінку.'', '' Потім Богу стало шкода чоловіка, і він дав йому тютюн.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Leaves of Grass;'[''Світ нікуди не дінеться, скільки не кури.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Олег Рой;'[''Взагалі більше ніколи не буду палити.'', '' Коли жінка курить — це вірна ознака того, що вона нещаслива.'', '' Я не хочу більше бути нещасливою!'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Ірвін Велш;'[''Кава, сигарети і повії.'', '' Напевно, десь є фабрика, де їх штампують.'', '' Десь неподалік від Бульвару Розбитих Мрій.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Fletcher Knebel;'[''Тепер вже з повною достовірністю доведено, що куріння — одна з головних причин статистики.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html; Будинок, в якому.;'[''Його давно попередили, що він помре від першої ж затяжки, з тих пір він експериментує щодня і все біситься, що його надули.'', ''Маріам Петросян.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Джордж Карлін;'[''Тютюнові компанії наполегливо заманюють молодих покупців.'', '' Їм потрібні молоді, тому що старі від їх товару мруть.'', '' Єдиний товар, який вбиває споживача, якщо використовується за призначенням.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Ральф Волдо Емерсон;'[''Я взяв собі за правило ніколи не палити уві сні і ніколи не утримуватися від куріння, коли я не сплю.'']';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Вілле Вало;'"[""Не рахуючи того, що я не займаюся спортом, курю і п''ю, я веду здоровий спосіб життя.""]"';;
куріння;http://tsytaty.ukrayinskoyu.pro//kurinnya.html;Такер і Дейл проти зла;'[''— Хлоя, не треба курити, це шкідливо!'', ''— Так?'', '' вмирати блін, теж шкідливо, однак це нікого не зупиняє!'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;Я люблю тебе (I Love You);'[''Напевно, у кожного в житті буває таке літо, коли ходиш по землі, наче літаєш по небу.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;Sex and the City;'[''У Нью-Йорку є така пора, коли ти відчуваєш подих осені задовго до того, як впав перший лист.'', '' Повітря стало прозорим, літо залишилося позаду, і одного разу вночі вперше за довгий час тобі хочеться накритися теплою ковдрою.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;Цвєтаєва Марина Іванівна;'[''«Я буду любити тебе все літо», — це звучить куди переконливіше, ніж «все життя» і — головне — куди довше!'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html; Двері в літо;'[''Я йшов і йшов, тремтячи від холоду, нескінченними коридорами, заглядаючи у всі двері в надії, що вже наступна неодмінно виявиться Дверима в Літо.'', ''Роберт Гайнлайн.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;Charlaine Harris;'[''Перший подих осені — просто щастя після спекотного і спекотного літа.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;Сергій Олександрович Єсенін;'[''Є щось прекрасне в літі,\n'', ''А з літом прекрасне в нас.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html; Осінні візити;'"[''Можна любити зиму і нести в собі тепло, можна віддавати перевагу літові, залишаючись осколком льоду.'', ""Лук''яненко Сергій Васильович.""]"';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html; Кульбабове вино;'"[''Як добре літнім вечором сидіти на веранді'; як легко і спокійно;' от якщо б цей вечір ніколи не кінчався!'', ''Рей Бредбері.'']"'
літо;http://tsytaty.ukrayinskoyu.pro//lito.html; Знедолені;'"[''Тут і там валялися трупи, калюжі крові стояли на бруківці.'', "" Мені запам''ятався білий метелик, пурхав посеред вулиці."", '' Літо залишається влітку.'', ''Віктор Гюго.'']"';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;«Пліткарка | Gossip Girl»;'[''Кожне літо закінчується, всі мандрівники повертаються додому, а всі мрійники прокидаються.'', '' Але тут народжуються нові проблеми.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;Greta;'[''Це літо буде тортурою для нас усіх, але кого це хвилює?'', '' Нікого.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html; Generation «П»;'['' літо закінчилося, так і не виконавши жодної зі своїх обіцянок.'', ''Віктор Олегович Пелевін.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;Марта Кетро;'[''Кінець весни не означає, що почалося літо.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;Jeffrey Kent Eugenides;'['' для того, щоб забути людину, кращого часу, ніж літо, не придумаєш.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;Less than Perfect;'[''Прямо як у літньому таборі, тільки немає батьків, які мене висаджували і, сміючись, їхали.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;Реальні пацани;'[''Літо — це як ковток свіжого повітря, як пляшка мінералки з ранку.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;Патриція Гайсміт;'[''Червень.'', '' Яке гарне слово, до чого ж солодко звучить!'', '' Від нього віє блаженною лінню і сонячним світлом.'']';;
літо;http://tsytaty.ukrayinskoyu.pro//lito.html;Banana Yoshimoto;'[''Літній дощ завжди несе з собою запах моря.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Сімпсони (The Simpsons);'[''Для брехні потрібні двоє.'', '' Один бреше, інший слухає.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'''Доктор Хаус (House M.'', '' D.''';'[''Чи є брехня брехнею, якщо всі знають, що це брехня?'''']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Оскар Уайльд;'[''Я чув стільки наклепів у Вашу адресу, що у мене немає сумнівів: Ви — прекрасна людина!'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Вільям Шекспір;'[''Брехлива особа приховає все, що задумало підступне серце.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Сімпсони (The Simpsons);'[''Кого я обманюю своєю геніальною брехнею!'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'''Доктор Хаус (House M.'', '' D.''';'[''Якщо не хочете псувати відносини з людиною – не заважайте їй брехати.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Теорія брехні;'"[""Якщо вдається довго обманювати самого себе, то обдурити інших — дріб''язкове завдання.""]"';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Альбер Камю;'[''Вільний лише той, хто може дозволити собі не брехати.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Альберт Ейнштейн;'[''Всі люди брешуть, але це не страшно, ніхто нікого не слухає.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Стівен Кінг;'[''Тільки вороги кажуть один одному правду.'', '' Друзі та кохані, заплутавшись в павутині взаємного боргу, брешуть нескінченно.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html; Між небом і землею;'[''Найгірша брехня — це брехня самому собі.'', ''Марк Леві.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Interstate 60;'[''Дурити людям голову весело.'', '' Раджу спробувати.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Loveless;'[''Ти брешеш, як дихаєш, а дихаєш ти постійно.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Сімпсони (The Simpsons);'[''Не можна будувати стосунки на брехні.'', '' Брехня приходить потім.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Фрідріх Ніцше;'[''Мене вразило не те, що ти збрехав мені, а те, що я більше не вірю тобі.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Henry Louis Mencken;'[''Важко повірити, що людина говорить вам правду, коли ви знаєте, що на його місці ви б набрехали.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'Англійські прислів''я та приказки';'[''Не задавай питань — не почуєш брехні.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Bleach;'[''Найлегше обдурити того, хто сильніше за всіх відданий тобі.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Джоан Роулінг;'[''Таємниця і брехня — це те, що ми приймаємо, ставши дорослими.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'''Доктор Хаус (House M.'', '' D.''';'[''Чим сильніша відданість, тим більше причин брехати.'', ''Доктор Хаус (House M.'', '' D.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Маргарет Мітчелл - Звіяні вітром;'[''Ніхто з таким запалом не доводить свою правдивість, як брехун, свою хоробрість – як боягуз, свою чемність – як погано вихована людина, свою незаплямовану честь – як покидьок.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'''Доктор Хаус (House M.'', '' D.''';'[''Брехня — це дуже творчий процес, правда набагато примітивніше.'', ''Доктор Хаус (House M.'', '' D.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;«Як я познайо́мився з ва́шою ма́мою» — американський комедійний серіал.;'[''Брехня — це прекрасна історія, яку псують правдою.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Гаррі Поттер і келих вогню - Роулінг Джоан;'[''Менше будеш питати — менше брехні почуєш!'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;One Tree Hill;'[''Погані хлопці брешуть, щоб залізти до тебе в ліжко, хороші хлопці брешуть, щоб залізти до тебе в душу.'', '' Що гірше.'', '' Я не знаю.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'''Доктор Хаус (House M.'', '' D.''';'[''— У вас талант до брехні, але для перемоги не вистачає мізків.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'''Доктор Хаус (House M.'', '' D.''';'[''Правда починається з брехні.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Федір Михайлович Достоєвський;'[''справжня правда завжди неправдоподібна.'', '' Щоб зробити правду правдоподібнішою, треба неодмінно підмішати до неї брехні.'', '' Люди завжди так і робили.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Станіслав Єжи Лец;'[''Красива брехня?'', '' Увага!'', '' Це вже творчість.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Адольф Гітлер;'[''Чим жахливіше збрешеш, тим швидше тобі повірять.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Серіал «Теорія брехні | Lie to Me»;'[''Знаєш, що мене дратує в тобі?'', '' Хоч я і не бачу брехні на твоєму обличчі, правди я теж не бачу.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Вінстон Черчилль;'[''По світу ходить жахлива кількість брехливих вигадок, а найстрашніше, що половина з них — чиста правда.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Гомер бере шматок пирогаСімпсони (The Simpsons);'"[""— Пам''ятаєш, я казав, що з''їм тебе останнім?"", '' Я збрехав.'', ''Пояснення до цитати:\n'']"';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Code Geass;'[''Якщо вже почав брехати, то бреши до кінця.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Серіал «Теорія брехні | Lie to Me»;'[''Завжди бути правдивим — важка праця, але всі ми не любимо, коли нам брешуть.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Станіслав Єжи Лец;'[''Будь реалістом: не говори правди.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Адольф Гітлер;'[''Якщо говорити неправду досить довго, досить голосно і досить часто, люди почнуть вірити.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'''Доктор Хаус (House M.'', '' D.''';'[''Очі можуть обманювати, посмішки можуть брехати, але туфлі завжди говорять правду!'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'Grey''s Anatomy';'[''Ось вам правда про правду: вона болюча, тому ми брешемо.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Серіал «Теорія брехні | Lie to Me»;'[''Мозок так зайнятий вигадуванням брехні, що тіло втрачає синхронність.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Фрідріх Ніцше (відомий мислитель);'[''Поверхневі люди повинні завжди брехати, так як вони позбавлені змісту.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Фаїна Георгіївна Раневська;'[''Ох вже ці нестерпні журналісти!'', '' Половина брехні, яку вони розповсюджують про мене, не відповідає дійсності.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'''Доктор Хаус (House M.'', '' D.''';'[''Якщо можеш розіграти щирість, можеш розіграти все, що завгодно!'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Михайло Миколайович Задорнов;'[''Брехня дружині — аморальність.'', '' Брехня колегам, клієнтам, покупцям — шахрайство.'', '' Брехня всьому народу — політика.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Серіал «Теорія брехні | Lie to Me»;'[''За статистикою, людина за 10 хвилин бесіди тричі бреше.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'Китайські прислів''я та приказки';'[''Ти сказав — я повірив, ти повторив — я засумнівався, ти став наполягати, і я зрозумів, що ти брешеш.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'Гаррі Поттер і в''язень Азкабану - Роулінг Джоан';'[''Чим більше запитуєш, тим більше брехні почуєш.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;V означає Вендетта;'[''Брехня для художника — це шанс відкрити правду, тоді як для політика — заховати її.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Серіал «Друзі | Friends»;'[''Завжди простіше збрехати, ніж заводити серйозну розмову.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Маргарет Мітчелл - Звіяні вітром;'[''Обманювати себе — доля натур слабких.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Макс Фрай;'[''Брехня – згубна звичка: варто лише одного разу навчитися, і тут же починаєш лукавити навіть наодинці з самим собою.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;Чак Поланік;'[''Якщо у брехню повірить багато народу, це вже не брехня.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html;'''Доктор Хаус (House M.'', '' D.''';'[''Є причина, по якій всі брешуть.'', '' Це працює.'', '' На цьому засноване товариство.'', '' Здатність брехати відрізняє людину від тварини.'']';;
брехню;http://tsytaty.ukrayinskoyu.pro//brekhnyu.html; Freeman;'[''Хто засуджує брехню, той бреше більше всіх.'', '' Я кажу правду і нікому не вірю.'', ''Mr.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Портрет Доріана Грея;'[''Ти любиш всіх, а любити всіх – означає не любити нікого.'', '' Тобі всі однаково байдужі.'', ''Оскар Уайльд.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Майстер і Маргарита;'[''Той, хто любить, повинен розділяти долю того, кого він любить.'', ''Михайло Опанасович Булгаков.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Стівен Кінг;'[''Справжня любов ніколи не помре.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;'Пам''ятна прогулянка';'[''Наша любов, як вітер — ти її не бачиш, але відчуваєш.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Scrubs);'[''Кохання як метелик: занадто сильно стиснеш — розчавиш, відпустиш — і він полетить.'', ''«Клініка» (англ.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Коко Шанель;'[''Краса потрібна нам, щоб нас любили чоловіки, а дурість — щоб ми любили чоловіків.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Станіслав Єжи Лец;'[''Можна закохатися з одних тільки ревнощів.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Ванільне небо (Vanilla Sky);'"[''Одного разу ти дізнаєшся, що таке справжня любов, вона і гірка і солодка';' я думаю, гіркість для того, щоб краще оцінити солодкість.'']"';
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Габрієль Гарсія Маркес;'[''Якщо ти любиш - відпусти.'', '' Якщо воно твоє — воно повернеться.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Самотність у мережі;'[''Раптом так тихо стало в моєму світі без тебе.'', ''Януш Вишневський.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Бернард Шоу;'[''Я два дні прожив, не бачачи Вас, і тим довів, що здатний винести все.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Три товариші;'[''У неї було двоє друзів.'', '' Один любив її і приносив їй квіти.'', '' Іншого любила вона і давала йому гроші.'', ''Еріх Марія Ремарк.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Дівчина;'[''Тільки не люби нікого крім мене, будь ласка, інакше я помру.'', ''Небо.'', '' Літак.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Андре Моруа;'[''Ми буваємо природні лише з тими, кого ми любимо.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Адвокат Диявола;'"[''— А як же любов?'', ""— Її занадто переоцінили, біохімічно це як з''їсти велику кількість шоколаду.""]"';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;'«Закохайся в мене, якщо наважишся | Jeux d''enfants»';'[''«Якщо любиш, відпусти», — це сказав слабак, а інші слабаки просто повторюють.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Фрідріх Ніцше;'[''Є два шляхи позбавити вас від страждання: швидка смерть і тривала любов.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;'''Доктор Хаус (House M.'', '' D.''';'[''Немає нічого гірше, ніж любити когось, хто ніколи не перестане тебе розчаровувати.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Костянтин Юрійович Хабенський;'"[""Комусь не вистачає однієї жінки, і він переключається на п''яту, десяту."", '' А іншому не вистачає життя, щоб любити одну-єдину.'']"';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Чингіз Торекулович Айтматов;'[''Я хочу, щоб людина, яку я люблю, не боялась відкрито любити мене.'', '' Інакше це принизливо.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Примарний вершник (The Ghost Rider);'"[""Будь-хто, хто може продати душу в ім''я любові, здатний змінити світ.""]"';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Габрієль Гарсія Маркес;'[''Ніколи не переставай посміхатися, навіть коли тобі сумно хтось може закохатися в твою посмішку.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;'Щоденник пам''яті (The Notebook)';'[''Найкраща любов — та, що пробуджує душу і змушує прагнути до більшого.'', '' Вона запалює наші серця і приборкує наш розум.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Олександр Сергійович Пушкін;'[''Всі жінки прекрасні, а красу їм додає любов чоловіків.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Переможець залишається один;'[''Трапляється іноді, що життя розводить двох людей-тільки для того, щоб показати обом, як вони важливі один для одного.'', ''Пауло Коельйо.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;«Вічне сяйво чи́стого розуму»;'"[""В той день ми зустрілися, ти стояла біля самої води, я тебе здалеку помітив, пам''ятаю, мене відразу до тебе потягнуло, я подумав: «Треба ж, як дивно, людина стоїть спиною, а мене до неї тягне."", ''»\n'']"';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Франсуаза Саган;'[''Щоб бути коханою, краще всього бути красивою.'', '' Але щоб бути красивою, потрібно бути коханою.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Сесілія Агерн;'[''Яка це розкіш — у будь-яку хвилину мати можливість обійняти кохану людину.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Венера і Адоніс;'[''Одним поглядом можна вбити любов, одним поглядом можна воскресити її.'', ''Вільям Шекспір.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Ворон (The Crow) (1994);'[''Коли смерть забирає наших коханих, не припиняйте їх любити, і вони будуть жити вічно.'', '' Будинки горять, люди вмирають, але справжня любов — назавжди.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Чарлі Чаплін;'[''Твоє оголене тіло повинно належати тому, хто полюбить твою оголену душу.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Оскар Уайльд;'[''Люди завжди руйнують те, що люблять найбільше.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Самотність у мережі;'[''З усього вічного найкоротший термін у кохання.'', ''Януш Вишневський.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Бертран Расселл;'[''Боятися любові — означає боятися життя, а той, хто боїться життя, на три чверті мертвий.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;«Більше ніж секс | No Strings Attached»;'[''Стій.'', '' Якщо ти підійдеш ближче, я ніколи не відпущу тебе.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Початок (Inception);'[''Ти чекаєш поїзда.'', '' Поїзда, який відвезе тебе далеко.'', '' Ти знаєш, куди хотіла б поїхати, але куди поїзд відвезе, не знаєш.'', '' Але тобі все одно, тому що ми разом.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;One Tree Hill;'[''У серці є причини, які розуму не зрозуміти.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Хатіко: Вірний друг;'[''Вони навчили мене цінувати вірність.'', '' І ніколи не забувати про тих, кого любиш.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;«Місто янголів | City of Angels»;'[''Якщо немає ніякої можливості нам бути разом, навіщо Бог познайомив нас?'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Самотність у мережі;'"[""Він талановито маніпулював жінками з тих пір, як помітив, що найбільше вони прив''язуються до чоловіків, які вміють слухати, виявляти ніжність і смішити."", ''Януш Вишневський.'']"';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Габрієль Гарсія Маркес;'[''Тільки тому, що хтось тебе не любить так, як тобі хочеться, не означає, що він не любить тебе всією душею.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Беґбеде Фредерік;'[''Померти за любов не складно.'', '' Складно знайти любов, за яку варто померти.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Джаред Лето;'[''Я не розумію, чому це називають розбитим серцем.'', '' Таке відчуття, що і всі кістки зламані теж.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;«Покидьки | Misfits»;'[''Куди легше принижувати, ображати і поводитися з людиною як з шматком гівна, ніж визнати, що ти її любиш.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Любов живе три роки;'[''Я пишу не для того, щоб просити тебе прийти, я пишу, щоб попередити: я завжди буду чекати.'', ''Беґбеде Фредерік.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Вільям Шекспір;'[''Закохатися можна в красу, але полюбити лише тільки душу!'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Nobody»;'[''— Ти мене любиш?'', ''— Я без тебе дихати не можу.'', ''«Містер Ніхто | Mr.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html; Тріумфальна арка;'[''Любов не терпить пояснень.'', '' Їй потрібні вчинки.'', ''Еріх Марія Ремарк.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Габрієль Гарсія Маркес;'[''Можливо, в цьому світі ти всього лише людина, але для когось ти — весь світ.'']';;
любов;http://tsytaty.ukrayinskoyu.pro//lyubov.html;Єва Браун;'[''Я люблю його так, що якщо б він вирішив розстріляти весь світ, я б стояла поруч і мовчки подавала йому патрони.'']';;
